send_id,campaign_id,customer_id,email_sent_date,opened_flag,clicked_flag
S000536,CMP-2502,C00420,2025-11-15,0,0
S000537,CMP-2502,C00554,2025-11-15,0,0
S000538,CMP-2502,C00397,2025-11-15,1,0
S000539,CMP-2502,C00046,2025-11-15,1,0
S000540,CMP-2502,C00583,2025-11-15,1,0
S000541,CMP-2502,C00394,2025-11-15,0,0
S000542,CMP-2502,C00558,2025-11-15,0,0
S000543,CMP-2502,C00526,2025-11-15,0,0
S000544,CMP-2502,C00341,2025-11-15,1,0
S000545,CMP-2502,C00254,2025-11-15,0,0
S000546,CMP-2502,C00222,2025-11-15,0,0
S000547,CMP-2502,C00521,2025-11-15,1,0
S000548,CMP-2502,C00030,2025-11-15,0,0
S000549,CMP-2502,C00402,2025-11-15,0,0
S000550,CMP-2502,C00054,2025-11-15,1,1
S000551,CMP-2502,C00144,2025-11-15,1,0
S000552,CMP-2502,C00406,2025-11-15,1,0
S000553,CMP-2502,C00452,2025-11-15,1,0
S000554,CMP-2502,C00328,2025-11-15,0,0
S000555,CMP-2502,C00261,2025-11-15,1,0
S000556,CMP-2502,C00169,2025-11-15,0,0
S000557,CMP-2502,C00427,2025-11-15,0,0
S000558,CMP-2502,C00342,2025-11-15,0,0
S000559,CMP-2502,C00348,2025-11-15,0,0
S000560,CMP-2502,C00183,2025-11-15,0,0
S000561,CMP-2502,C00043,2025-11-15,1,0
S000562,CMP-2502,C00007,2025-11-15,1,1
S000563,CMP-2502,C00487,2025-11-15,1,0
S000564,CMP-2502,C00249,2025-11-15,0,0
S000565,CMP-2502,C00479,2025-11-15,0,0
S000566,CMP-2502,C00371,2025-11-15,0,0
S000567,CMP-2502,C00559,2025-11-15,0,0
S000568,CMP-2502,C00547,2025-11-15,0,0
S000569,CMP-2502,C00425,2025-11-15,1,0
S000570,CMP-2502,C00223,2025-11-15,0,0
S000571,CMP-2502,C00137,2025-11-15,1,0
S000572,CMP-2502,C00538,2025-11-15,0,0
S000573,CMP-2502,C00476,2025-11-15,0,0
S000574,CMP-2502,C00288,2025-11-15,1,0
S000575,CMP-2502,C00311,2025-11-15,0,0
S000576,CMP-2502,C00589,2025-11-15,0,0
S000577,CMP-2502,C00556,2025-11-15,0,0
S000578,CMP-2502,C00484,2025-11-15,0,0
S000579,CMP-2502,C00266,2025-11-15,0,0
S000580,CMP-2502,C00377,2025-11-15,0,0
S000581,CMP-2502,C00022,2025-11-15,0,0
S000582,CMP-2502,C00361,2025-11-15,0,0
S000583,CMP-2502,C00056,2025-11-15,1,0
S000584,CMP-2502,C00332,2025-11-15,1,0
S000585,CMP-2502,C00051,2025-11-15,0,0
S000586,CMP-2502,C00295,2025-11-15,1,0
S000587,CMP-2502,C00049,2025-11-15,0,0
S000588,CMP-2502,C00401,2025-11-15,1,0
S000589,CMP-2502,C00123,2025-11-15,0,0
S000590,CMP-2502,C00185,2025-11-15,0,0
S000591,CMP-2502,C00298,2025-11-15,0,0
S000592,CMP-2502,C00354,2025-11-15,1,0
S000593,CMP-2502,C00202,2025-11-15,1,1
S000594,CMP-2502,C00378,2025-11-15,0,0
S000595,CMP-2502,C00178,2025-11-15,0,0
S000596,CMP-2502,C00226,2025-11-15,0,0
S000597,CMP-2502,C00236,2025-11-15,0,0
S000598,CMP-2502,C00294,2025-11-15,0,0
S000599,CMP-2502,C00386,2025-11-15,1,0
S000600,CMP-2502,C00020,2025-11-15,0,0
S000601,CMP-2503,C00112,2025-12-20,0,0
S000602,CMP-2503,C00115,2025-12-20,0,0
S000603,CMP-2503,C00235,2025-12-20,0,0
S000604,CMP-2503,C00039,2025-12-20,1,0
S000605,CMP-2503,C00398,2025-12-20,0,0
S000606,CMP-2503,C00189,2025-12-20,0,0
S000607,CMP-2503,C00086,2025-12-20,0,0
S000608,CMP-2503,C00070,2025-12-20,1,0
S000609,CMP-2503,C00248,2025-12-20,1,0
S000610,CMP-2503,C00447,2025-12-20,0,0
S000611,CMP-2503,C00380,2025-12-20,1,0
S000612,CMP-2503,C00449,2025-12-20,1,0
S000613,CMP-2503,C00147,2025-12-20,0,0
S000614,CMP-2503,C00453,2025-12-20,0,0
S000615,CMP-2503,C00043,2025-12-20,0,0
S000616,CMP-2503,C00516,2025-12-20,1,1
S000617,CMP-2503,C00194,2025-12-20,0,0
S000618,CMP-2503,C00216,2025-12-20,0,0
S000619,CMP-2503,C00326,2025-12-20,1,0
S000620,CMP-2503,C00045,2025-12-20,1,1
S000621,CMP-2503,C00015,2025-12-20,0,0
S000622,CMP-2503,C00157,2025-12-20,0,0
S000623,CMP-2503,C00350,2025-12-20,0,0
S000624,CMP-2503,C00257,2025-12-20,1,0
S000625,CMP-2503,C00180,2025-12-20,1,0
S000626,CMP-2503,C00359,2025-12-20,0,0
S000627,CMP-2503,C00474,2025-12-20,0,0
S000628,CMP-2503,C00206,2025-12-20,0,0
S000629,CMP-2503,C00058,2025-12-20,1,0
S000630,CMP-2503,C00401,2025-12-20,1,1
S000631,CMP-2503,C00390,2025-12-20,1,1
S000632,CMP-2503,C00579,2025-12-20,0,0
S000633,CMP-2503,C00299,2025-12-20,0,0
S000634,CMP-2503,C00518,2025-12-20,0,0
S000635,CMP-2503,C00066,2025-12-20,0,0
S000636,CMP-2503,C00231,2025-12-20,0,0
S000637,CMP-2503,C00595,2025-12-20,0,0
S000638,CMP-2503,C00200,2025-12-20,1,1
S000639,CMP-2503,C00344,2025-12-20,0,0
S000640,CMP-2503,C00450,2025-12-20,1,1
S000641,CMP-2503,C00026,2025-12-20,1,0
S000642,CMP-2503,C00452,2025-12-20,1,1
S000643,CMP-2503,C00072,2025-12-20,1,0
S000644,CMP-2503,C00252,2025-12-20,0,0
S000645,CMP-2503,C00542,2025-12-20,1,0
S000646,CMP-2503,C00295,2025-12-20,1,0
S000647,CMP-2503,C00165,2025-12-20,0,0
S000648,CMP-2503,C00588,2025-12-20,0,0
S000649,CMP-2503,C00582,2025-12-20,0,0
S000650,CMP-2503,C00059,2025-12-20,1,0
S000651,CMP-2503,C00599,2025-12-20,0,1
S000652,CMP-2503,C00067,2025-12-20,1,1
S000653,CMP-2503,C00420,2025-12-20,0,0
S000654,CMP-2503,C00531,2025-12-20,0,0
S000655,CMP-2503,C00018,2025-12-20,1,0
S000656,CMP-2503,C00174,2025-12-20,1,0
S000657,CMP-2503,C00330,2025-12-20,0,0
S000658,CMP-2503,C00590,2025-12-20,1,0
S000659,CMP-2503,C00040,2025-12-20,0,0
S000660,CMP-2503,C00553,2025-12-20,0,0
S000661,CMP-2503,C00107,2025-12-20,1,0
S000662,CMP-2503,C00240,2025-12-20,0,0
S000663,CMP-2503,C00007,2025-12-20,0,0
S000664,CMP-2503,C00391,2025-12-20,0,0
S000665,CMP-2503,C00004,2025-12-20,0,0
S000666,CMP-2503,C00060,2025-12-20,0,0
S000667,CMP-2503,C00397,2025-12-20,0,0
S000668,CMP-2503,C00123,2025-12-20,0,0
S000669,CMP-2503,C00230,2025-12-20,0,0
S000670,CMP-2503,C00037,2025-12-20,0,0
S000671,CMP-2503,C00076,2025-12-20,1,0
S000672,CMP-2503,C00021,2025-12-20,1,0
S000673,CMP-2503,C00488,2025-12-20,0,0
S000674,CMP-2503,C00396,2025-12-20,1,1
S000675,CMP-2503,C00290,2025-12-20,0,0
S000676,CMP-2503,C00534,2025-12-20,1,0
S000677,CMP-2503,C00461,2025-12-20,0,0
S000678,CMP-2503,C00244,2025-12-20,1,0
S000679,CMP-2503,C00503,2025-12-20,0,0
S000680,CMP-2503,C00577,2025-12-20,1,0
S000681,CMP-2503,C00354,2025-12-20,0,0
S000682,CMP-2503,C00466,2025-12-20,1,0
S000683,CMP-2503,C00491,2025-12-20,1,0
S000684,CMP-2503,C00569,2025-12-20,1,0
S000685,CMP-2503,C00519,2025-12-20,0,0
S000686,CMP-2503,C00369,2025-12-20,1,1
S000687,CMP-2503,C00532,2025-12-20,1,0
S000688,CMP-2503,C00148,2025-12-20,0,0
S000689,CMP-2503,C00294,2025-12-20,1,0
S000690,CMP-2503,C00327,2025-12-20,0,0
S000691,CMP-2503,C00375,2025-12-20,0,0
S000692,CMP-2503,C00090,2025-12-20,0,0
S000693,CMP-2503,C00494,2025-12-20,0,0
S000694,CMP-2503,C00496,2025-12-20,0,0
S000695,CMP-2503,C00199,2025-12-20,0,0
S000696,CMP-2503,C00132,2025-12-20,1,0
S000697,CMP-2503,C00559,2025-12-20,0,0
S000698,CMP-2503,C00083,2025-12-20,0,0
S000699,CMP-2503,C00564,2025-12-20,0,0
S000700,CMP-2503,C00379,2025-12-20,0,0
S000701,CMP-2503,C00011,2025-12-20,0,0
S000702,CMP-2503,C00222,2025-12-20,0,0
S000703,CMP-2503,C00413,2025-12-20,1,0
S000704,CMP-2503,C00154,2025-12-20,0,0
S000705,CMP-2503,C00074,2025-12-20,1,0
S000706,CMP-2503,C00022,2025-12-20,0,0
S000707,CMP-2503,C00236,2025-12-20,0,0
S000708,CMP-2503,C00211,2025-12-20,0,0
S000709,CMP-2503,C00364,2025-12-20,1,1
S000710,CMP-2503,C00451,2025-12-20,0,0
S000711,CMP-2503,C00278,2025-12-20,0,0
S000712,CMP-2503,C00437,2025-12-20,0,0
S000713,CMP-2503,C00117,2025-12-20,1,0
S000714,CMP-2503,C00573,2025-12-20,0,0
S000715,CMP-2503,C00065,2025-12-20,0,0
S000716,CMP-2503,C00431,2025-12-20,0,0
S000717,CMP-2503,C00321,2025-12-20,0,0
S000718,CMP-2503,C00181,2025-12-20,1,0
S000719,CMP-2503,C00540,2025-12-20,0,0
S000720,CMP-2503,C00208,2025-12-20,0,0
S000721,CMP-2503,C00583,2025-12-20,0,0
S000722,CMP-2503,C00587,2025-12-20,0,0
S000723,CMP-2503,C00214,2025-12-20,0,0
S000724,CMP-2503,C00508,2025-12-20,0,0
S000725,CMP-2503,C00376,2025-12-20,1,0
S000726,CMP-2503,C00232,2025-12-20,0,0
S000727,CMP-2503,C00228,2025-12-20,0,0
S000728,CMP-2503,C00506,2025-12-20,0,0
S000729,CMP-2503,C00238,2025-12-20,1,0
S000730,CMP-2503,C00187,2025-12-20,1,1
S000731,CMP-2503,C00173,2025-12-20,0,0
S000732,CMP-2503,C00167,2025-12-20,1,1
S000733,CMP-2503,C00341,2025-12-20,0,0
S000734,CMP-2503,C00205,2025-12-20,1,0
S000735,CMP-2503,C00069,2025-12-20,0,0
S000736,CMP-2503,C00371,2025-12-20,1,1
S000737,CMP-2503,C00272,2025-12-20,0,0
S000738,CMP-2503,C00106,2025-12-20,0,0
S000739,CMP-2503,C00126,2025-12-20,0,0
S000740,CMP-2503,C00600,2025-12-20,0,0
S000741,CMP-2503,C00365,2025-12-20,0,0
S000742,CMP-2503,C00098,2025-12-20,0,0
S000743,CMP-2503,C00292,2025-12-20,1,1
S000744,CMP-2503,C00100,2025-12-20,0,0
S000745,CMP-2503,C00448,2025-12-20,0,0
S000746,CMP-2503,C00374,2025-12-20,0,0
S000747,CMP-2503,C00338,2025-12-20,1,0
S000748,CMP-2503,C00402,2025-12-20,0,0
S000749,CMP-2503,C00317,2025-12-20,1,0
S000750,CMP-2503,C00471,2025-12-20,0,0
S000751,CMP-2503,C00472,2025-12-20,0,0
S000752,CMP-2503,C00281,2025-12-20,1,0
S000753,CMP-2503,C00442,2025-12-20,0,0
S000754,CMP-2503,C00392,2025-12-20,0,0
S000755,CMP-2503,C00406,2025-12-20,0,0
S000756,CMP-2503,C00210,2025-12-20,0,0
S000757,CMP-2503,C00192,2025-12-20,1,0
S000758,CMP-2503,C00544,2025-12-20,0,0
S000759,CMP-2503,C00158,2025-12-20,1,0
S000760,CMP-2503,C00110,2025-12-20,0,0
S000761,CMP-2503,C00202,2025-12-20,1,0
S000762,CMP-2503,C00073,2025-12-20,1,0
S000763,CMP-2503,C00241,2025-12-20,0,0
S000764,CMP-2503,C00056,2025-12-20,0,0
S000765,CMP-2503,C00490,2025-12-20,0,0
S000766,CMP-2503,C00334,2025-12-20,0,0
S000767,CMP-2503,C00475,2025-12-20,0,0
S000768,CMP-2503,C00497,2025-12-20,0,0
S000769,CMP-2503,C00427,2025-12-20,1,0
S000770,CMP-2503,C00525,2025-12-20,0,0
S000771,CMP-2503,C00320,2025-12-20,0,0
S000772,CMP-2503,C00212,2025-12-20,0,0
S000773,CMP-2503,C00027,2025-12-20,0,0
S000774,CMP-2503,C00103,2025-12-20,0,0
S000775,CMP-2503,C00524,2025-12-20,0,0
S000776,CMP-2503,C00470,2025-12-20,0,0
S000777,CMP-2503,C00283,2025-12-20,0,0
S000778,CMP-2503,C00081,2025-12-20,0,0
S000779,CMP-2503,C00454,2025-12-20,0,0
S000780,CMP-2503,C00197,2025-12-20,1,0
S000781,CMP-2503,C00265,2025-12-20,0,0
S000782,CMP-2503,C00499,2025-12-20,1,0
S000783,CMP-2503,C00093,2025-12-20,0,0
S000784,CMP-2503,C00227,2025-12-20,1,0
S000785,CMP-2503,C00013,2025-12-20,0,0
S000786,CMP-2503,C00356,2025-12-20,0,0
S000787,CMP-2503,C00463,2025-12-20,0,0
S000788,CMP-2503,C00198,2025-12-20,0,0
S000789,CMP-2503,C00291,2025-12-20,0,0
S000790,CMP-2503,C00342,2025-12-20,1,0
S000791,CMP-2503,C00089,2025-12-20,1,0
S000792,CMP-2503,C00140,2025-12-20,0,0
S000793,CMP-2503,C00382,2025-12-20,1,0
S000794,CMP-2503,C00349,2025-12-20,0,0
S000795,CMP-2503,C00289,2025-12-20,1,1
S000796,CMP-2503,C00394,2025-12-20,1,0
S000797,CMP-2503,C00080,2025-12-20,0,0
S000798,CMP-2503,C00329,2025-12-20,0,0
S000799,CMP-2503,C00487,2025-12-20,0,0
S000800,CMP-2503,C00555,2025-12-20,0,0
S000801,CMP-2503,C00102,2025-12-20,1,0
S000802,CMP-2503,C00078,2025-12-20,1,0
S000803,CMP-2503,C00493,2025-12-20,1,0
S000804,CMP-2503,C00163,2025-12-20,0,0
S000805,CMP-2503,C00539,2025-12-20,1,1
S000806,CMP-2503,C00462,2025-12-20,0,0
S000807,CMP-2503,C00501,2025-12-20,0,0
S000808,CMP-2503,C00549,2025-12-20,0,0
S000809,CMP-2503,C00537,2025-12-20,1,0
S000810,CMP-2503,C00250,2025-12-20,0,0
S000811,CMP-2503,C00162,2025-12-20,0,0
S000812,CMP-2503,C00313,2025-12-20,1,1
S000813,CMP-2503,C00314,2025-12-20,1,1
S000814,CMP-2503,C00464,2025-12-20,0,0
S000815,CMP-2503,C00377,2025-12-20,0,0
S000816,CMP-2503,C00322,2025-12-20,1,0
S000817,CMP-2503,C00019,2025-12-20,0,0
S000818,CMP-2503,C00347,2025-12-20,0,0
S000819,CMP-2503,C00050,2025-12-20,0,0
S000820,CMP-2503,C00034,2025-12-20,1,0
S000821,CMP-2503,C00044,2025-12-20,1,0
S000822,CMP-2503,C00500,2025-12-20,0,0
S000823,CMP-2503,C00005,2025-12-20,1,0
S000824,CMP-2503,C00028,2025-12-20,1,0
S000825,CMP-2503,C00170,2025-12-20,1,1
S000826,CMP-2503,C00047,2025-12-20,1,0
S000827,CMP-2503,C00161,2025-12-20,0,0
S000828,CMP-2503,C00183,2025-12-20,1,0
S000829,CMP-2503,C00104,2025-12-20,1,1
S000830,CMP-2503,C00399,2025-12-20,0,0
S000831,CMP-2503,C00441,2025-12-20,1,1
S000832,CMP-2503,C00456,2025-12-20,0,0
S000833,CMP-2503,C00381,2025-12-20,0,0
S000834,CMP-2503,C00186,2025-12-20,0,0
S000835,CMP-2503,C00430,2025-12-20,1,0
S000836,CMP-2503,C00570,2025-12-20,1,0
S000837,CMP-2503,C00568,2025-12-20,0,0
S000838,CMP-2503,C00229,2025-12-20,0,0
S000839,CMP-2503,C00523,2025-12-20,0,0
S000840,CMP-2503,C00545,2025-12-20,0,0
S000841,CMP-2503,C00509,2025-12-20,1,1
S000842,CMP-2503,C00149,2025-12-20,1,0
S000843,CMP-2503,C00156,2025-12-20,1,0
S000844,CMP-2503,C00052,2025-12-20,1,1
S000845,CMP-2503,C00288,2025-12-20,1,1
S000846,CMP-2503,C00082,2025-12-20,0,0
S000847,CMP-2503,C00465,2025-12-20,1,0
S000848,CMP-2503,C00084,2025-12-20,0,0
S000849,CMP-2503,C00213,2025-12-20,0,0
S000850,CMP-2503,C00061,2025-12-20,0,0
S000851,CMP-2503,C00273,2025-12-20,1,1
S000852,CMP-2503,C00504,2025-12-20,1,0
S000853,CMP-2503,C00445,2025-12-20,0,0
S000854,CMP-2503,C00355,2025-12-20,1,1
S000855,CMP-2503,C00415,2025-12-20,0,0
S000856,CMP-2503,C00424,2025-12-20,1,0
S000857,CMP-2503,C00385,2025-12-20,0,0
S000858,CMP-2503,C00438,2025-12-20,0,0
S000859,CMP-2503,C00144,2025-12-20,1,0
S000860,CMP-2503,C00128,2025-12-20,0,0
S000861,CMP-2503,C00551,2025-12-20,0,0
S000862,CMP-2503,C00530,2025-12-20,1,0
S000863,CMP-2503,C00574,2025-12-20,0,0
S000864,CMP-2503,C00408,2025-12-20,0,0
S000865,CMP-2503,C00529,2025-12-20,0,0
S000866,CMP-2503,C00593,2025-12-20,0,0
S000867,CMP-2503,C00196,2025-12-20,1,1
S000868,CMP-2503,C00243,2025-12-20,0,0
S000869,CMP-2503,C00195,2025-12-20,0,0
S000870,CMP-2503,C00245,2025-12-20,1,1
S000871,CMP-2503,C00088,2025-12-20,1,0
S000872,CMP-2503,C00405,2025-12-20,0,0
S000873,CMP-2503,C00301,2025-12-20,1,1
S000874,CMP-2503,C00367,2025-12-20,0,0
S000875,CMP-2503,C00226,2025-12-20,0,0
S000876,CMP-2503,C00300,2025-12-20,0,0
S000877,CMP-2503,C00293,2025-12-20,0,0
S000878,CMP-2503,C00094,2025-12-20,1,1
S000879,CMP-2503,C00514,2025-12-20,0,0
S000880,CMP-2503,C00403,2025-12-20,0,0
S000881,CMP-2503,C00557,2025-12-20,1,0
S000882,CMP-2503,C00412,2025-12-20,0,0
S000883,CMP-2503,C00177,2025-12-20,0,0
S000884,CMP-2503,C00361,2025-12-20,0,0
S000885,CMP-2503,C00543,2025-12-20,1,1
S000886,CMP-2503,C00190,2025-12-20,0,0
S000887,CMP-2503,C00036,2025-12-20,0,0
S000888,CMP-2503,C00091,2025-12-20,0,0
S000889,CMP-2503,C00335,2025-12-20,0,0
S000890,CMP-2503,C00433,2025-12-20,0,0
S000891,CMP-2503,C00440,2025-12-20,0,0
S000892,CMP-2503,C00077,2025-12-20,0,0
S000893,CMP-2503,C00057,2025-12-20,0,0
S000894,CMP-2503,C00101,2025-12-20,1,1
S000895,CMP-2503,C00554,2025-12-20,0,0
S000896,CMP-2503,C00150,2025-12-20,1,0
S000897,CMP-2503,C00586,2025-12-20,1,0
S000898,CMP-2503,C00182,2025-12-20,0,0
S000899,CMP-2503,C00254,2025-12-20,1,0
S000900,CMP-2503,C00009,2025-12-20,1,0
S000901,CMP-2601,C00311,2026-01-20,0,0
S000902,CMP-2601,C00370,2026-01-20,1,0
S000903,CMP-2601,C00475,2026-01-20,1,0
S000904,CMP-2601,C00056,2026-01-20,0,0
S000905,CMP-2601,C00236,2026-01-20,0,0
S000906,CMP-2601,C00581,2026-01-20,1,0
S000907,CMP-2601,C00259,2026-01-20,1,0
S000908,CMP-2601,C00223,2026-01-20,0,0
S000909,CMP-2601,C00524,2026-01-20,1,0
S000910,CMP-2601,C00025,2026-01-20,0,0
S000911,CMP-2601,C00318,2026-01-20,0,0
S000912,CMP-2601,C00013,2026-01-20,0,0
S000913,CMP-2601,C00222,2026-01-20,1,0
S000914,CMP-2601,C00186,2026-01-20,0,0
S000915,CMP-2601,C00342,2026-01-20,0,0
S000916,CMP-2601,C00212,2026-01-20,1,0
S000917,CMP-2601,C00512,2026-01-20,1,1
S000918,CMP-2601,C00398,2026-01-20,1,0
S000919,CMP-2601,C00336,2026-01-20,0,0
S000920,CMP-2601,C00469,2026-01-20,0,0
S000921,CMP-2601,C00401,2026-01-20,0,0
S000922,CMP-2601,C00170,2026-01-20,1,1
S000923,CMP-2601,C00504,2026-01-20,0,0
S000924,CMP-2601,C00492,2026-01-20,1,0
S000925,CMP-2601,C00575,2026-01-20,0,0
S000926,CMP-2601,C00293,2026-01-20,1,0
S000927,CMP-2601,C00255,2026-01-20,0,0
S000928,CMP-2601,C00080,2026-01-20,0,0
S000929,CMP-2601,C00110,2026-01-20,0,0
S000930,CMP-2601,C00001,2026-01-20,1,0
S000931,CMP-2601,C00032,2026-01-20,1,0
S000932,CMP-2601,C00052,2026-01-20,0,0
S000933,CMP-2601,C00012,2026-01-20,0,0
S000934,CMP-2601,C00281,2026-01-20,1,0
S000935,CMP-2601,C00571,2026-01-20,1,0
S000936,CMP-2601,C00600,2026-01-20,0,0
S000937,CMP-2601,C00456,2026-01-20,0,0
S000938,CMP-2601,C00391,2026-01-20,0,0
S000939,CMP-2601,C00164,2026-01-20,0,0
S000940,CMP-2601,C00100,2026-01-20,0,0
S000941,CMP-2601,C00055,2026-01-20,0,0
S000942,CMP-2601,C00377,2026-01-20,1,1
S000943,CMP-2601,C00221,2026-01-20,1,0
S000944,CMP-2601,C00196,2026-01-20,0,0
S000945,CMP-2601,C00434,2026-01-20,1,0
S000946,CMP-2601,C00382,2026-01-20,0,0
S000947,CMP-2601,C00078,2026-01-20,0,0
S000948,CMP-2601,C00287,2026-01-20,0,0
S000949,CMP-2601,C00428,2026-01-20,0,0
S000950,CMP-2601,C00023,2026-01-20,1,0
S000951,CMP-2601,C00305,2026-01-20,0,0
S000952,CMP-2601,C00036,2026-01-20,1,0
S000953,CMP-2601,C00123,2026-01-20,0,0
S000954,CMP-2601,C00310,2026-01-20,1,1
S000955,CMP-2601,C00146,2026-01-20,0,0
S000956,CMP-2601,C00270,2026-01-20,0,0
S000957,CMP-2601,C00468,2026-01-20,0,0
S000958,CMP-2601,C00210,2026-01-20,0,0
S000959,CMP-2601,C00124,2026-01-20,1,0
S000960,CMP-2601,C00570,2026-01-20,1,1
S000961,CMP-2601,C00488,2026-01-20,1,1
S000962,CMP-2601,C00179,2026-01-20,1,0
S000963,CMP-2601,C00015,2026-01-20,0,0
S000964,CMP-2601,C00116,2026-01-20,0,0
S000965,CMP-2601,C00089,2026-01-20,0,0
S000966,CMP-2601,C00241,2026-01-20,0,0
S000967,CMP-2601,C00467,2026-01-20,0,0
S000968,CMP-2601,C00280,2026-01-20,0,0
S000969,CMP-2601,C00277,2026-01-20,1,1
S000970,CMP-2601,C00024,2026-01-20,1,0
S000971,CMP-2601,C00577,2026-01-20,0,0
S000972,CMP-2601,C00065,2026-01-20,0,0
S000973,CMP-2601,C00157,2026-01-20,1,0
S000974,CMP-2601,C00558,2026-01-20,1,0
S000975,CMP-2601,C00067,2026-01-20,1,0
S000976,CMP-2601,C00408,2026-01-20,1,0
S000977,CMP-2601,C00387,2026-01-20,1,0
S000978,CMP-2601,C00031,2026-01-20,0,0
S000979,CMP-2601,C00039,2026-01-20,1,0
S000980,CMP-2601,C00510,2026-01-20,0,0
S000981,CMP-2601,C00443,2026-01-20,1,1
S000982,CMP-2601,C00477,2026-01-20,0,0
S000983,CMP-2601,C00423,2026-01-20,0,0
S000984,CMP-2601,C00180,2026-01-20,0,0
S000985,CMP-2601,C00014,2026-01-20,1,0
S000986,CMP-2601,C00046,2026-01-20,0,0
S000987,CMP-2601,C00529,2026-01-20,1,0
S000988,CMP-2601,C00288,2026-01-20,0,0
S000989,CMP-2601,C00289,2026-01-20,0,0
S000990,CMP-2601,C00369,2026-01-20,1,1
S000991,CMP-2601,C00246,2026-01-20,0,0
S000992,CMP-2601,C00104,2026-01-20,0,0
S000993,CMP-2601,C00411,2026-01-20,0,0
S000994,CMP-2601,C00137,2026-01-20,0,0
S000995,CMP-2601,C00589,2026-01-20,0,0
S000996,CMP-2601,C00344,2026-01-20,0,0
S000997,CMP-2601,C00140,2026-01-20,0,0
S000998,CMP-2601,C00494,2026-01-20,1,0
S000999,CMP-2601,C00447,2026-01-20,0,0
S001000,CMP-2601,C00097,2026-01-20,1,0
S001001,CMP-2601,C00121,2026-01-20,1,0
S001002,CMP-2601,C00354,2026-01-20,0,0
S001003,CMP-2601,C00230,2026-01-20,1,0
S001004,CMP-2601,C00415,2026-01-20,0,0
S001005,CMP-2601,C00566,2026-01-20,0,0
S001006,CMP-2601,C00333,2026-01-20,0,0
S001007,CMP-2601,C00551,2026-01-20,0,0
S001008,CMP-2601,C00448,2026-01-20,0,0
S001009,CMP-2601,C00584,2026-01-20,0,0
S001010,CMP-2601,C00552,2026-01-20,1,0
S001011,CMP-2601,C00439,2026-01-20,0,0
S001012,CMP-2601,C00593,2026-01-20,1,0
S001013,CMP-2601,C00553,2026-01-20,0,0
S001014,CMP-2601,C00360,2026-01-20,0,0
S001015,CMP-2601,C00251,2026-01-20,0,0
S001016,CMP-2601,C00406,2026-01-20,0,0
S001017,CMP-2601,C00119,2026-01-20,0,0
S001018,CMP-2601,C00367,2026-01-20,1,0
S001019,CMP-2601,C00435,2026-01-20,1,0
S001020,CMP-2601,C00381,2026-01-20,0,0
S001021,CMP-2601,C00591,2026-01-20,1,0
S001022,CMP-2601,C00147,2026-01-20,0,0
S001023,CMP-2601,C00187,2026-01-20,0,0
S001024,CMP-2601,C00515,2026-01-20,0,0
S001025,CMP-2601,C00307,2026-01-20,0,0
S001026,CMP-2601,C00189,2026-01-20,0,0
S001027,CMP-2601,C00234,2026-01-20,0,0
S001028,CMP-2601,C00421,2026-01-20,0,0
S001029,CMP-2601,C00242,2026-01-20,0,0
S001030,CMP-2601,C00279,2026-01-20,0,0
S001031,CMP-2601,C00084,2026-01-20,0,0
S001032,CMP-2601,C00192,2026-01-20,0,0
S001033,CMP-2601,C00338,2026-01-20,0,0
S001034,CMP-2601,C00462,2026-01-20,1,0
S001035,CMP-2601,C00191,2026-01-20,0,0
S001036,CMP-2601,C00372,2026-01-20,0,0
S001037,CMP-2601,C00283,2026-01-20,0,0
S001038,CMP-2601,C00532,2026-01-20,0,0
S001039,CMP-2601,C00075,2026-01-20,1,0
S001040,CMP-2601,C00165,2026-01-20,0,0
S001041,CMP-2601,C00559,2026-01-20,0,0
S001042,CMP-2601,C00328,2026-01-20,0,0
S001043,CMP-2601,C00178,2026-01-20,1,0
S001044,CMP-2601,C00209,2026-01-20,1,0
S001045,CMP-2601,C00090,2026-01-20,1,0
S001046,CMP-2601,C00298,2026-01-20,1,0
S001047,CMP-2601,C00206,2026-01-20,0,0
S001048,CMP-2601,C00466,2026-01-20,1,0
S001049,CMP-2601,C00240,2026-01-20,0,0
S001050,CMP-2601,C00458,2026-01-20,1,0
S001051,CMP-2601,C00393,2026-01-20,0,0
S001052,CMP-2601,C00150,2026-01-20,0,0
S001053,CMP-2601,C00076,2026-01-20,0,0
S001054,CMP-2601,C00417,2026-01-20,1,0
S001055,CMP-2601,C00345,2026-01-20,0,0
S001056,CMP-2601,C00385,2026-01-20,0,0
S001057,CMP-2601,C00254,2026-01-20,1,0
S001058,CMP-2601,C00346,2026-01-20,0,0
S001059,CMP-2601,C00278,2026-01-20,1,0
S001060,CMP-2601,C00457,2026-01-20,1,0
S001061,CMP-2601,C00185,2026-01-20,0,0
S001062,CMP-2601,C00588,2026-01-20,0,0
S001063,CMP-2601,C00045,2026-01-20,1,0
S001064,CMP-2601,C00309,2026-01-20,0,0
S001065,CMP-2601,C00130,2026-01-20,1,0
S001066,CMP-2601,C00071,2026-01-20,0,0
S001067,CMP-2601,C00171,2026-01-20,0,0
S001068,CMP-2601,C00184,2026-01-20,0,0
S001069,CMP-2601,C00331,2026-01-20,1,0
S001070,CMP-2601,C00239,2026-01-20,1,1
S001071,CMP-2601,C00231,2026-01-20,1,0
S001072,CMP-2601,C00386,2026-01-20,0,0
